사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-08,8호선,537,장지,4,0,"4,729","2,000","14,680","8,641","39,545","21,277","44,964","43,347","23,784","29,139","14,828","16,987","14,503","18,172","16,459","17,166","16,947","17,406","16,527","17,746","18,279","20,180","23,124","21,422","30,968","28,284","43,658","44,537","25,621","31,063","20,236","18,467","19,592","14,193","12,529","13,550","3,488","8,331",0,31,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,538,복정,2,0,"3,586","2,144","9,343","8,291","25,576","10,053","33,711","15,716","19,224","8,612","10,147","6,356","8,647","6,759","9,774","7,919","9,193","6,983","8,624","7,905","10,266","9,255","11,574","10,581","17,577","15,603","21,323","27,758","12,837","21,025","7,780","12,595","6,501","11,058","5,655","9,779","1,854","4,632",4,473,1,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,539,산성,5,0,"4,465",579,"7,496","2,689","17,911","4,227","22,591","7,168","12,900","5,069","7,642","5,212","7,044","4,391","6,875","5,113","6,788","5,150","6,797","5,666","6,503","6,834","7,304","8,845","7,914","10,618","7,352","17,905","4,227","16,207","2,892","10,564","2,287","9,272","1,473","8,402",740,"4,554",1,721,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,540,남한산성입구(성남법원.검찰청),8,0,"8,347","1,325","17,768","4,459","40,811","9,881","53,627","18,586","27,946","10,761","16,599","8,273","14,497","8,038","14,482","8,931","13,850","9,993","12,989","10,611","12,440","13,842","13,198","16,361","15,997","19,873","19,049","36,313","9,832","32,033","5,804","20,061","4,702","17,804","2,890","16,904","1,132","9,348",3,"1,644",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,541,단대오거리,16,0,"7,612","2,099","12,474","5,969","28,770","8,706","34,363","15,034","18,631","7,722","11,835","6,346","10,986","6,416","11,325","7,632","10,961","8,017","9,596","9,287","9,482","10,924","10,765","14,589","13,933","16,376","17,719","27,715","9,015","24,909","5,656","15,212","4,489","13,158","3,133","11,386","1,130","7,951",7,"1,134",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,542,신흥,0,0,"3,699",500,"5,078","2,455","10,984","2,828","14,133","5,864","8,402","4,966","5,671","4,721","5,575","4,719","5,633","4,957","5,851","5,753","5,943","6,166","6,056","7,325","6,546","8,325","6,827","9,586","6,782","14,326","4,447","12,087","3,705","7,727","2,785","6,759","2,175","5,404",849,"3,240",10,411,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,543,수진,2,0,"3,293",461,"5,550","2,165","13,196","2,858","18,093","7,317","9,931","4,676","6,832","4,408","6,193","4,581","6,892","4,738","6,542","6,681","5,863","6,296","6,553","7,142","7,716","6,787","8,036","7,980","6,959","12,641","4,026","10,910","3,154","6,740","2,349","6,547","1,773","5,362",659,"3,398",6,443,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,544,모란,11,0,"1,726",666,"2,796","2,659","7,753","3,081","10,026","6,247","5,675","4,139","5,274","4,690","5,779","4,848","5,914","4,493","6,329","5,058","6,395","5,236","7,507","5,606","8,689","5,429","7,501","6,146","8,317","7,826","5,047","5,541","3,484","3,328","3,415","2,972","2,675","2,712","1,383","1,591",2,436,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,601,개화,5,0,"1,785",324,"5,084","2,228","10,363","3,001","6,703","4,744","3,084","2,181","2,320","1,622","1,968","1,896","2,034","2,021","2,179","1,770","2,097","1,556","2,301","2,066","3,137","2,144","4,441","2,655","5,459","4,631","2,452","4,558","1,525","2,659","1,537","1,879",448,"1,649",196,969,0,130,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,602,김포공항,22,0,"1,282","1,172","3,063","10,387","7,414","18,479","10,103","21,738","8,454","17,191","8,655","18,792","12,099","19,508","10,057","19,227","12,222","22,637","13,517","21,695","15,350","18,678","14,179","22,021","16,556","24,693","19,209","27,365","16,407","16,861","14,802","6,677","14,475","3,466","10,946","2,602","1,400","1,593",19,700,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,603,공항시장,1,0,"2,647",177,"4,014","1,066","7,731","1,741","8,150","3,605","4,970","2,624","3,955","2,671","3,723","2,801","4,037","2,999","3,773","3,366","3,513","3,568","3,801","4,329","3,539","5,005","3,738","6,105","3,616","8,662","2,587","8,807","2,097","5,421","1,844","4,640","1,167","4,388",494,"3,088",1,350,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,604,신방화,5,0,"4,050",737,"9,784","2,227","22,850","3,766","22,104","8,776","11,927","5,483","8,099","4,437","7,614","5,111","8,405","6,399","8,182","6,690","7,220","6,443","7,363","8,905","7,436","9,013","7,923","11,507","8,563","20,618","4,795","18,275","3,902","10,632","3,114","9,559","2,572","8,497",943,"5,341",0,142,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,605,마곡나루(서울식물원),3,0,"2,975",692,"7,789","4,409","23,025","9,564","23,727","31,593","11,265","16,537","8,372","8,884","8,534","7,690","10,243","8,721","10,054","9,169","9,961","9,450","10,955","9,834","12,795","10,913","20,514","16,440","30,446","27,862","14,888","24,537","11,200","14,222","11,137","11,277","9,295","11,502","4,042","8,374",45,586,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,606,양천향교,2,0,"3,846",824,"8,402","4,663","24,348","8,744","24,665","27,952","12,620","12,209","9,274","6,772","9,093","6,943","10,288","7,665","9,949","7,435","9,270","8,616","10,233","8,559","11,074","10,293","15,158","13,995","24,716","23,668","9,880","21,209","5,822","13,610","5,065","11,001","3,649","10,868","1,452","8,089",4,114,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,607,가양,38,0,"13,335","1,653","21,288","9,139","62,401","19,628","61,420","35,336","34,853","22,248","24,244","13,862","23,975","15,492","24,268","15,991","23,219","19,025","20,655","19,877","21,910","21,493","24,726","26,523","30,976","32,575","38,118","58,449","18,637","52,028","13,016","30,420","10,985","27,144","8,188","24,343","2,460","16,335",2,876,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,608,증미,1,0,"1,952",740,"6,319","2,463","17,648","6,691","17,314","29,130","9,313","10,124","7,127","6,332","7,302","5,937","7,213","6,521","7,348","6,995","7,328","6,912","8,023","8,165","8,389","8,039","11,995","9,535","25,477","17,700","8,408","16,071","5,439","7,764","4,721","6,842","3,376","5,653","1,188","3,732",2,132,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,609,등촌,2,0,"4,614",813,"11,552","3,816","33,492","6,108","40,036","14,440","18,261","9,841","13,166","7,570","12,700","8,266","12,780","9,305","12,280","10,613","11,428","10,482","11,297","13,685","12,368","14,987","13,494","21,147","15,545","34,442","8,290","29,916","6,109","16,291","5,211","12,802","4,193","11,800","1,713","8,147",0,11,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,610,염창,12,0,"9,586",482,"22,759","4,240","62,672","7,347","69,464","19,430","36,504","10,765","21,167","8,465","18,190","9,043","19,199","11,444","18,042","12,519","15,266","13,184","14,052","17,151","14,884","20,251","18,992","34,930","21,890","59,849","11,779","53,352","9,143","33,318","7,900","26,346","5,984","25,079","2,160","18,614",0,620,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,611,신목동,2,0,"1,509",224,"4,891","1,844","15,136","2,373","14,720","4,908","7,040","2,700","4,264","1,835","3,816","2,301","4,013","2,705","3,787","2,990","3,253","3,003","3,448","3,197","4,123","4,370","4,974","6,254","5,490","11,881","2,629","10,041","1,672","5,564","1,664","5,353","1,621","4,882",476,"3,267",0,94,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,612,선유도,0,0,"1,373","1,035","4,432","5,496","16,095","9,896","18,123","31,633","8,113","13,753","5,452","5,336","6,190","5,726","7,082","5,194","6,876","6,264","6,632","6,291","7,525","6,723","9,233","7,399","15,748","9,367","28,562","16,377","11,088","13,201","6,166","6,805","5,179","5,629","3,887","5,019","1,570","3,246",2,57,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,613,당산,10,0,"6,755","1,186","14,872","6,261","42,817","13,889","49,176","35,645","28,233","20,654","19,805","13,683","19,388","14,365","21,513","15,544","21,153","17,273","19,529","16,623","19,556","18,630","20,962","21,806","28,855","34,633","40,752","56,013","21,126","42,484","16,619","26,483","15,192","22,694","13,160","22,197","5,611","15,983",3,696,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,614,국회의사당,5,0,726,"1,302","1,402","8,106","3,049","39,908","5,363","132,106","4,647","57,048","5,935","18,100","9,325","13,258","10,278","11,492","11,493","12,769","14,424","10,063","15,997","8,601","20,276","7,282","56,134","9,466","103,424","9,392","35,011","5,678","21,201","3,400","17,295","2,745","11,316","2,047","3,291","1,449",0,5,1,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,615,여의도,8,0,"2,257","1,682","3,409","19,245","7,625","106,793","9,093","127,313","9,092","48,245","10,126","18,737","14,401","18,049","14,983","18,003","17,171","19,559","18,572","15,973","23,188","14,108","35,263","13,394","99,020","15,591","117,853","19,306","48,750","13,305","31,423","7,586","27,391","6,281","17,975","5,699","5,063","3,571",0,239,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,616,샛강,16,0,808,826,"1,638","4,415","3,877","13,888","5,202","29,300","3,555","12,282","3,570","6,469","4,036","5,637","4,461","5,323","5,082","5,261","5,383","5,384","6,683","4,548","9,069","5,050","15,418","6,599","25,187","9,604","9,718","6,180","6,492","3,660","5,976","2,604","4,632","2,414","1,991","1,560",1,42,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,617,노량진,259,1,"13,625","1,957","20,396","15,390","51,150","40,158","73,146","58,572","41,715","32,359","26,082","22,652","25,156","21,514","28,884","27,350","31,430","29,660","27,514","25,438","27,614","29,136","30,708","32,680","40,068","48,576","53,391","73,347","28,690","51,202","26,144","33,515","30,398","31,260","38,930","28,814","9,761","20,409",7,860,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,618,노들,16,1,"3,058",227,"4,691","1,357","14,387","2,149","17,945","3,441","10,056","2,834","6,790","2,815","5,611","2,726","5,565","3,386","5,562","3,904","4,983","3,590","4,598","5,579","4,776","5,831","5,731","8,207","5,246","14,496","3,503","10,852","2,431","6,206","2,119","5,858","1,794","5,120",626,"3,649",0,49,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,619,흑석(중앙대입구),7,0,"2,958",819,"5,063","4,686","14,512","9,332","19,443","13,217","12,388","11,597","9,150","9,067","9,208","7,373","10,223","9,189","9,861","10,054","10,316","8,489","11,113","10,236","12,667","11,087","16,770","14,757","13,620","22,305","8,216","16,113","6,547","10,703","5,901","8,688","5,855","8,550","2,387","6,150",1,7,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,620,동작(현충원),7,0,866,215,"1,467","1,376","4,418","1,411","5,820","2,666","3,358","1,760","2,423","1,421","2,226","1,381","2,406","1,353","2,369","1,363","2,089","1,533","2,021","1,394","2,622","1,643","2,810","2,324","3,665","3,869","1,805","2,718","1,406","1,807","1,232","1,626",978,"1,637",405,"1,046",7,"1,507",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,621,구반포,4,0,579,211,"1,617","1,626","3,859","3,076","5,614","6,371","3,605","4,598","2,896","3,462","2,967","3,267","3,546","3,739","3,805","4,212","3,632","3,698","3,997","4,015","4,583","3,845","5,494","4,914","7,597","7,151","4,393","4,859","2,984","2,623","2,678","2,372","2,217","2,523",541,"1,837",0,86,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,622,신반포,0,0,461,304,"1,702","2,997","4,612","4,992","6,216","7,563","3,817","4,896","3,038","3,204","2,937","2,402","3,296","2,617","3,479","3,555","3,338","2,885","4,295","3,326","5,277","3,261","6,751","4,248","7,016","6,398","3,906","4,739","2,458","2,601","2,085","2,381","1,728","2,297",579,"1,457",0,26,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,623,고속터미널,13,0,"1,850",992,"4,254","10,744","13,194","16,749","17,197","24,808","12,772","24,938","10,715","23,175","12,536","24,296","14,330","25,372","15,572","26,851","16,893","24,914","19,472","27,068","22,899","26,558","25,712","30,747","28,048","37,133","23,263","25,044","20,399","15,444","15,812","12,361","13,891","10,631","4,309","6,620",0,145,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,624,사평,3,0,840,172,"2,332","2,543","7,493","3,822","8,261","5,257","4,911","3,133","3,377","2,278","3,395","2,473","3,865","3,157","4,037","3,421","3,707","3,588","3,803","3,319","5,311","4,232","5,840","5,806","6,124","8,529","3,678","6,812","2,080","3,625","1,594","3,253","1,221","3,126",468,"1,799",0,3,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선,625,신논현,37,0,"4,545","1,539","11,909","14,492","27,325","38,481","34,975","80,581","23,692","87,143","19,930","48,253","23,893","36,820","29,275","36,484","31,845","42,517","34,291","38,338","39,455","37,234","47,631","39,670","67,695","49,567","96,540","77,677","69,923","50,535","50,932","25,427","53,615","19,886","49,108","16,729","19,110","10,527",11,"1,254",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,639,서울역,34,0,"1,835",588,"1,763","7,209","7,399","11,921","10,378","17,366","5,984","14,486","6,795","10,666","7,966","10,144","11,171","11,655","10,998","9,873","8,567","9,205","12,445","9,303","14,026","9,886","18,077","10,803","21,416","12,318","15,657","10,083","11,114","5,958","11,568","5,398","8,733","4,082","4,174","1,784",5,"1,348",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,640,공덕,19,0,818,149,"1,696","1,081","4,675","2,310","4,177","8,252","2,653","4,677","1,710","2,264","1,701","2,296","2,134","2,302","2,145","2,551","1,992","2,383","2,251","2,872","2,377","3,014","3,903","4,750","6,911","7,998","3,503","5,979","2,322","2,991","2,330","2,747","1,641","2,495",965,"1,845",52,881,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,641,홍대입구,83,2,"2,449",356,"3,576","2,541","7,038","5,631","9,445","16,581","6,165","15,446","5,341","11,465","6,508","12,106","8,200","15,566","9,037","16,739","9,482","14,873","11,152","14,800","13,608","14,599","18,253","17,150","24,632","23,265","18,626","15,863","16,629","8,027","18,975","6,327","20,416","5,306","8,381","3,947",627,"1,142",1,1,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,642,디지털미디어시티,29,1,"2,502",518,"5,144","4,943","14,347","22,965","15,841","70,199","9,055","31,371","6,363","11,698","6,570","8,179","7,115","8,256","7,628","8,952","7,857","7,181","9,721","6,877","12,695","7,776","31,416","11,044","73,152","18,315","28,285","13,138","15,437","7,519","12,860","5,912","10,197","5,425","3,995","3,233",237,"1,086",0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,643,마곡나루(서울식물원),1,0,"1,140",613,"2,773","5,981","8,164","13,762","9,243","39,931","4,406","19,656","2,899","5,824","3,437","3,421","4,288","3,550","3,985","3,739","3,866","3,500","6,210","3,343","10,397","3,765","29,237","5,756","32,384","10,186","13,520","6,781","7,823","4,127","6,056","4,095","3,942","3,674","1,423","2,221",260,"2,224",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,644,김포공항,11,0,"1,580","1,268","2,745","8,951","6,576","18,469","12,287","17,998","13,458","9,947","15,572","9,672","21,707","9,673","14,939","9,819","18,181","10,919","19,224","10,338","20,231","8,962","14,984","10,921","19,838","11,894","25,328","12,667","21,051","7,716","17,879","3,176","19,822","1,771","17,254","1,600","2,943",856,136,543,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,645,계양,7,0,"6,672",603,"16,660","2,506","43,964","3,073","37,521","4,740","18,840","3,967","12,158","3,208","11,054","3,734","10,777","4,688","9,037","5,616","7,403","6,000","6,920","8,711","7,991","9,808","8,280","16,919","7,376","32,109","4,355","33,664","3,271","18,811","2,676","16,108","1,909","15,317",793,"9,005",128,"2,230",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,646,검암,538,13,"5,933",357,"12,845","2,382","32,899","6,767","23,370","12,161","11,993","4,140","7,610","3,208","7,333","3,042","7,138","4,034","6,453","4,753","5,569","5,248","5,466","5,659","6,754","7,500","8,309","10,891","12,334","23,246","4,608","24,277","3,569","14,738","2,943","11,459","2,080","11,365",951,"6,907",125,"3,572",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,647,청라국제도시,45,0,"3,078",84,"13,590","2,890","25,585","6,277","15,333","15,184","7,922","3,983","5,656","2,452","6,302","2,787","6,380","3,588","5,500","4,277","4,656","3,950","5,128","4,641","6,481","6,130","10,119","8,347","16,843","17,002","4,631","20,097","3,376","10,713","2,778","9,317","2,375","7,685",673,"6,597",77,"1,717",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,648,운서,30,2,"5,529",315,"8,558","4,382","14,729","7,579","15,719","10,467","7,460","7,939","7,447","4,178","8,403","4,782","8,904","4,904","7,371","6,592","7,443","6,010","7,621","8,300","9,097","8,186","12,445","11,206","10,590","18,092","5,746","14,179","5,651","10,009","5,284","8,417","3,461","9,841","1,772","6,585",161,"3,067",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,649,공항화물청사,0,0,369,555,925,"6,120","1,741","11,938","2,291","19,411","1,533","3,675",541,"1,806",643,"2,493",836,"3,216","1,250","1,384","1,796",890,"2,488",788,"4,477","1,381","8,572","1,204","15,143",855,"4,134",919,"2,246","1,755","2,532",755,"2,416",336,655,130,1,42,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,650,인천공항1터미널,0,0,734,"2,582","1,691","6,801","3,440","12,286","5,515","18,859","4,641","5,834","2,041","4,466","3,591","6,695","3,715","6,649","4,997","6,510","5,466","6,234","7,421","4,789","6,859","5,048","12,485","6,452","17,641","2,860","6,847","2,317","5,206","2,652","5,254","2,089","3,058","1,078",589,587,3,412,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,651,인천공항2터미널,0,0,611,"1,299",968,"4,372","1,988","5,907","3,227","9,449","3,124","3,018",918,"2,411",975,"2,287","1,445","3,745","2,143","2,153","2,378","1,942","3,390","1,950","3,694","2,439","6,656","3,287","10,001","1,195","3,465",658,"2,574",633,"2,482",933,"1,472",464,324,165,0,227,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,공항철도 1호선,652,영종,6,0,"1,803",120,"5,283","1,273","9,178","2,347","6,866","3,061","4,793","2,360","4,102","1,658","4,547","2,636","4,686","3,094","3,917","3,379","3,552","3,580","3,723","3,944","3,983","3,652","4,055","5,358","3,402","7,313","2,390","8,521","2,074","5,793","1,742","4,551","1,126","4,355",614,"3,126",82,"1,816",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,9호선2~3단계,626,언주,0,0,"1,283",858,"2,336","7,124","5,367","16,121","7,635","47,472","6,666","35,609","6,348","15,111","7,525","8,957","8,719","8,953","8,921","10,453","10,034","9,398","11,942","8,666","15,907","8,063","27,740","9,308","44,739","11,147","22,709","8,627","11,813","5,576","10,573","4,794","8,570","3,734","2,595","2,918",0,206,0,0,0,0,0,0,2020-09-03 12:26:43
